%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,02/04/2021
%Start time:,16:04:26

%timestep (8Hz),voltage,position,velocity
%[#],[V],[rad],[rad/s]
22174.0,0.17215216159820557,2303698.0,111875.0;
22227.0,0.1489103138446808,2304371.0,98625.0;
22278.0,0.12423554062843323,2304929.75,84750.0;
22331.0,0.09651603549718857,2305408.25,68750.0;
22382.0,0.0681852251291275,2305756.0,50750.0;
22435.0,0.03743060305714607,2305988.0,31000.0;
22486.0,0.0069968244060873985,2306094.25,13375.0;
22539.0,-0.02501959726214409,2306088.25,-4625.00048828125;
22591.0,-0.05631498247385025,2305976.25,-20000.001953125;
22643.0,-0.08697361499071121,2305757.5,-37375.00390625;
nan,nan,nan,nan;
22699.0,-0.11866460740566254,2305386.0,-57750.00390625;
22752.0,-0.14680618047714233,2304907.25,-75625.0078125;
22804.0,-0.1721123307943344,2304331.25,-91750.0078125;
22856.0,-0.19462156295776367,2303661.75,-105375.0078125;
22908.0,-0.2138538956642151,2302913.5,-117500.0078125;
22961.0,-0.2296278476715088,2302086.25,-127125.0078125;
23013.0,-0.24094845354557037,2301212.5,-136000.015625;
23065.0,-0.24781805276870728,2300285.25,-144250.015625;
23117.0,-0.2499893754720688,2299327.75,-147875.015625;
23168.0,-0.2473907619714737,2298379.75,-148625.015625;
23220.0,-0.2398374080657959,2297423.0,-146000.015625;
23272.0,-0.2273583859205246,2296511.25,-138625.015625;
23324.0,-0.21007020771503448,2295651.25,-130750.015625;
23376.0,-0.18821567296981812,2294850.75,-121000.015625;
23428.0,-0.16214008629322052,2294127.25,-108625.015625;
23480.0,-0.13229991495609283,2293499.5,-93000.015625;
23532.0,-0.09925979375839233,2292994.75,-73250.015625;
23584.0,-0.0636833980679512,2292636.5,-50250.015625;
23637.0,-0.025592826306819916,2292427.75,-26625.015625;
23687.0,0.01124583650380373,2292368.75,-5500.015625;
23739.0,0.04962000995874405,2292443.0,15124.9853515625;
23791.0,0.08713619410991669,2292644.25,35374.98828125;
23843.0,0.12283577024936676,2292986.75,57124.98828125;
23894.0,0.15516623854637146,2293457.75,77874.9921875;
23945.0,0.18396443128585815,2294051.25,96374.9921875;
23998.0,0.20927086472511292,2294777.0,112874.9921875;
24051.0,0.22904229164123535,2295605.0,127874.9921875;
24102.0,0.24218237400054932,2296479.75,139125.0;
24155.0,0.24917307496070862,2297437.5,145625.0;
24207.0,0.24905966222286224,2298399.75,148125.0;
24259.0,0.24184618890285492,2299352.75,145625.0;
24312.0,0.2272137701511383,2300285.75,139125.0;
24364.0,0.20594874024391174,2301151.5,131000.0;
24416.0,0.17829975485801697,2301943.0,118875.0;
24468.0,0.14494740962982178,2302633.75,102625.0;
24520.0,0.1067814826965332,2303194.0,81375.0;
24574.0,0.06321477144956589,2303599.25,53875.0;
24627.0,0.01791137084364891,2303806.25,25750.0;
24682.0,-0.030163753777742386,2303833.75,-2125.000244140625;
24737.0,-0.0775592178106308,2303684.0,-27000.001953125;
24790.0,-0.12086965143680573,2303371.75,-52625.00390625;
24841.0,-0.1588074415922165,2302910.75,-77000.0078125;
24894.0,-0.1928287148475647,2302280.75,-99250.0078125;
24945.0,-0.2190512716770172,2301556.75,-116875.0078125;
24997.0,-0.23804312944412231,2300715.5,-132125.015625;
25049.0,-0.2483048439025879,2299792.75,-143625.015625;
25101.0,-0.24920542538166046,2298833.75,-148000.015625;
25153.0,-0.24045538902282715,2297869.0,-148000.015625;
25211.0,-0.2194283902645111,2296849.25,-137625.015625;
25264.0,-0.19039659202098846,2296005.5,-124625.015625;
25317.0,-0.15299418568611145,2295276.0,-106125.015625;
25373.0,-0.10593097656965256,2294659.75,-82250.015625;
25425.0,-0.05709494650363922,2294273.75,-52625.015625;
25478.0,-0.004340610932558775,2294099.75,-19750.015625;
25528.0,0.04609021171927452,2294122.25,8874.984375;
25580.0,0.09693500399589539,2294318.25,35874.984375;
25632.0,0.14380474388599396,2294706.5,65624.984375;
25686.0,0.18580156564712524,2295300.25,93249.984375;
25739.0,0.2181759625673294,2296040.75,116249.984375;
25790.0,0.23929719626903534,2296870.75,132874.984375;
25843.0,0.24943891167640686,2297815.75,144374.984375;
25894.0,0.24705253541469574,2298757.5,147624.984375;
25947.0,0.2317315936088562,2299713.5,142624.984375;
25998.0,0.2050616443157196,2300569.5,131874.984375;
26051.0,0.16609057784080505,2301361.25,115374.984375;
26104.0,0.11749430000782013,2302005.5,91874.984375;
