%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,02/04/2021
%Start time:,16:04:56

%timestep (8Hz),voltage,position,velocity
%[#],[V],[rad],[rad/s]
18897.0,-0.08399999886751175,2298177.75,-250.00001525878906;
18939.0,-0.06449999660253525,2298158.0,-2125.00048828125;
18979.0,-0.06599999964237213,2298174.5,3250.0;
19019.0,-0.0989999994635582,2298178.25,375.0;
19062.0,-0.023000000044703484,2298204.75,7250.0;
19104.0,0.085999995470047,2298238.25,5750.0;
19145.0,-0.0754999965429306,2298211.5,-5750.00048828125;
19185.0,-0.08449999988079071,2298193.0,-2750.00048828125;
19225.0,-0.05299999937415123,2298142.25,-12375.0009765625;
19265.0,-0.049000002443790436,2298136.75,1874.9991455078125;
19307.0,-0.02149999886751175,2298128.0,-2375.000244140625;
19347.0,0.01249999925494194,2298125.0,-1250.0001220703125;
19389.0,-0.08900000154972076,2298127.25,-1000.0000610351562;
19430.0,-0.08799999952316284,2298143.0,750.0;
19472.0,0.029499998316168785,2298152.5,2750.000244140625;
19512.0,0.01850000023841858,2298160.5,1875.000244140625;
19552.0,-0.04100000113248825,2298150.5,-1125.000244140625;
19592.0,0.06799999624490738,2298163.25,375.0;
19632.0,-0.035999998450279236,2298128.75,-8625.0009765625;
19672.0,0.03150000050663948,2298108.0,-2250.0009765625;
19713.0,-0.010999999940395355,2298117.25,-250.0008087158203;
19755.0,-0.030000001192092896,2298091.0,-4250.0009765625;
19797.0,-0.03350000083446503,2298099.5,374.9991455078125;
19838.0,0.08249999582767487,2298110.5,3500.000244140625;
19880.0,0.09049999713897705,2298123.5,3625.00048828125;
19920.0,-0.09599999338388443,2298136.5,2125.00048828125;
19961.0,-0.003999999724328518,2298116.25,-2375.0;
20006.0,-0.03199999779462814,2298101.75,-2625.0;
20047.0,-0.009499999694526196,2298066.5,-4750.0;
20087.0,0.0139999995008111,2298076.25,-499.9998474121094;
20128.0,0.09099999070167542,2298073.25,2000.0001220703125;
20168.0,-0.08150000125169754,2298060.25,-4250.0;
20208.0,0.047999996691942215,2298041.25,-1750.0;
20254.0,-0.09300000220537186,2298083.75,6750.0009765625;
20295.0,-0.06949999928474426,2298060.75,-7124.9990234375;
20335.0,-0.07750000059604645,2298029.25,-6124.9990234375;
20377.0,-0.0009999999310821295,2298025.75,-624.9990234375;
20416.0,-0.05899999663233757,2298047.75,2500.00146484375;
20456.0,0.0559999980032444,2298040.75,999.9998779296875;
20499.0,0.04650000110268593,2298080.5,5875.0;
20542.0,-0.0014999998966231942,2298063.75,-4375.0;
20583.0,-0.07199999690055847,2298041.75,-3875.0;
20623.0,0.041999999433755875,2298018.75,-4750.0;
20663.0,0.020999999716877937,2298038.5,4500.00048828125;
20703.0,0.0559999980032444,2298047.25,-1124.9996337890625;
20743.0,0.07649999856948853,2298036.0,-1499.999755859375;
20783.0,-0.026000000536441803,2298048.75,4750.00048828125;
20823.0,0.09549999237060547,2298039.0,-1375.000244140625;
20866.0,0.025499999523162842,2298072.0,4375.0;
20909.0,0.025499999523162842,2298094.5,4250.0;
20950.0,0.03150000050663948,2298107.75,1750.0;
20992.0,0.035999998450279236,2298146.25,4875.0;
21033.0,-0.04549999535083771,2298154.5,875.0;
21073.0,0.0014999998966231942,2298131.75,-4375.00048828125;
21117.0,-0.07649999856948853,2298122.5,-125.00045776367188;
21157.0,-0.08449999988079071,2298133.75,1374.9996337890625;
21198.0,0.0989999994635582,2298144.25,3374.999755859375;
21239.0,-0.01599999889731407,2298159.0,2125.0;
21279.0,0.03500000014901161,2298178.75,5125.0;
21319.0,0.019999999552965164,2298182.0,1500.0;
21360.0,-0.022499999031424522,2298160.0,-7500.0;
21401.0,-0.024500001221895218,2298120.75,-6625.0;
21441.0,0.04749999940395355,2298135.5,3875.000244140625;
21481.0,0.04149999842047691,2298180.75,9125.0009765625;
21520.0,-0.053999997675418854,2298218.25,8875.0009765625;
21561.0,-0.03099999949336052,2298229.75,2375.0009765625;
21602.0,-0.07400000095367432,2298212.25,-2749.999267578125;
21641.0,-0.03449999913573265,2298215.75,-874.9992065429688;
21680.0,0.09149999171495438,2298216.25,1625.0008544921875;
21723.0,0.04650000110268593,2298215.75,-4625.00048828125;
21775.0,-0.06300000101327896,2298231.75,2999.999755859375;
21822.0,0.0494999997317791,2298283.75,7125.0;
21864.0,-0.09149999171495438,2298297.25,2250.0;
21904.0,-0.030499998480081558,2298276.25,-5625.00048828125;
21944.0,-0.05849999934434891,2298270.0,-125.00000762939453;
nan,nan,nan,nan;
21992.0,-0.05899999663233757,2298217.75,-9500.0009765625;
22032.0,-0.07049999386072159,2298165.25,-9250.0009765625;
22072.0,0.060499999672174454,2298137.0,-6500.0009765625;
22114.0,-0.06149999797344208,2298160.0,1500.0;
22153.0,-0.019499998539686203,2298124.5,-4125.00048828125;
22192.0,0.0494999997317791,2298083.25,-8875.0009765625;
22235.0,0.0820000022649765,2298073.75,-1875.0009765625;
